Downloadable Data File Layout: Building Level Ð Pupil Headcount,,,,
K-12 Enrollment,,,,
2009-2010 School Year ,,,,
,,,,
Please use the following file layout to read the downloadable data file:,,,,
,,,,
Column Name,Description,,,
bcode,BUILDING CODE,,,
bname,BUILDING NAME,,,
dcode,DISTRICT CODE,,,
dname,DISTRICT NAME,,,
k_m_ai,KINDERGARTEN AMERICAN INDIAN MALE,,,
k_m_as,KINDERGARTEN ASIAN MALE,,,
k_m_aa,KINDERGARTEN AFRICAN-AMERICAN MALE,,,
k_m_hw,KINDERGARTEN NATIVE HAWAIIAN MALE,,,
k_m_wh,KINDERGARTEN WHITE MALE,,,
k_m_hs,KINDERGARTEN HISPANIC MALE,,,
k_m_mr,KINDERGARTEN MULTIRACIAL MALE,,,
k_f_ai,KINDERGARTEN AMERICAN INDIAN FEMALE,,,
k_f_as,KINDERGARTEN ASIAN FEMALE,,,
k_f_aa,KINDERGARTEN AFRICAN-AMERICAN FEMALE,,,
k_f_hw,KINDERGARTEN NATIVE HAWAIIAN FEMALE,,,
k_f_wh,KINDERGARTEN WHITE FEMALE,,,
k_f_hs,KINDERGARTEN HISPANIC FEMALE,,,
k_f_mr,KINDERGARTEN MULTIRACIAL FEMALE,,,
g1_m_ai,G1 AMERICAN INDIAN MALE,,,
g1_m_as,G1 ASIAN MALE,,,
g1_m_aa,G1 AFRICAN-AMERICAN MALE,,,
g1_m_hw,G1 NATIVE HAWAIIAN MALE,,,
g1_m_wh,G1 WHITE MALE,,,
g1_m_hs,G1 HISPANIC MALE,,,
g1_m_mr,G1 MULTIRACIAL MALE,,,
g1_f_ai,G1 AMERICAN INDIAN FEMALE,,,
g1_f_as,G1 ASIAN FEMALE,,,
g1_f_aa,G1 AFRICAN-AMERICAN FEMALE,,,
g1_f_hw,G1 NATIVE HAWAIIAN FEMALE,,,
g1_f_wh,G1 WHITE FEMALE,,,
g1_f_hs,G1 HISPANIC FEMALE,,,
g1_f_mr,G1 MULTIRACIAL FEMALE,,,
g2_m_ai,G2 AMERICAN INDIAN MALE,,,
g2_m_as,G2 ASIAN MALE,,,
g2_m_aa,G2 AFRICAN-AMERICAN MALE,,,
g2_m_hw,G2 NATIVE HAWAIIAN MALE,,,
g2_m_wh,G2 WHITE MALE,,,
g2_m_hs,G2 HISPANIC MALE,,,
g2_m_mr,G2 MULTIRACIAL MALE,,,
g2_f_ai,G2 AMERICAN INDIAN FEMALE,,,
g2_f_as,G2 ASIAN FEMALE,,,
g2_f_aa,G2 AFRICAN-AMERICAN FEMALE,,,
g2_f_hw,G2 NATIVE HAWAIIAN FEMALE,,,
g2_f_wh,G2 WHITE FEMALE,,,
g2_f_hs,G2 HISPANIC FEMALE,,,
g2_f_mr,G2 MULTIRACIAL FEMALE,,,
g3_m_ai,G3 AMERICAN INDIAN MALE,,,
g3_m_as,G3 ASIAN MALE,,,
g3_m_aa,G3 AFRICAN-AMERICAN MALE,,,
g3_m_hw,G3 NATIVE HAWAIIAN MALE,,,
g3_m_wh,G3 WHITE MALE,,,
g3_m_hs,G3 HISPANIC MALE,,,
g3_m_mr,G3 MULTIRACIAL MALE,,,
g3_f_ai,G3 AMERICAN INDIAN FEMALE,,,
g3_f_as,G3 ASIAN FEMALE,,,
g3_f_aa,G3 AFRICAN-AMERICAN FEMALE,,,
g3_f_hw,G3 NATIVE HAWAIIAN FEMALE,,,
g3_f_wh,G3 WHITE FEMALE,,,
g3_f_hs,G3 HISPANIC FEMALE,,,
g3_f_mr,G3 MULTIRACIAL FEMALE,,,
g4_m_ai,G4 AMERICAN INDIAN MALE,,,
g4_m_as,G4 ASIAN MALE,,,
g4_m_aa,G4 AFRICAN-AMERICAN MALE,,,
g4_m_hw,G4 NATIVE HAWAIIAN MALE,,,
g4_m_wh,G4 WHITE MALE,,,
g4_m_hs,G4 HISPANIC MALE,,,
g4_m_mr,G4 MULTIRACIAL MALE,,,
g4_f_ai,G4 AMERICAN INDIAN FEMALE,,,
g4_f_as,G4 ASIAN FEMALE,,,
g4_f_aa,G4 AFRICAN-AMERICAN FEMALE,,,
g4_f_hw,G4 NATIVE HAWAIIAN FEMALE,,,
g4_f_wh,G4 WHITE FEMALE,,,
g4_f_hs,G4 HISPANIC FEMALE,,,
g4_f_mr,G4 MULTIRACIAL FEMALE,,,
g5_m_ai,G5 AMERICAN INDIAN MALE,,,
g5_m_as,G5 ASIAN MALE,,,
g5_m_aa,G5 AFRICAN-AMERICAN MALE,,,
g5_m_hw,G5 NATIVE HAWAIIAN MALE,,,
g5_m_wh,G5 WHITE MALE,,,
g5_m_hs,G5 HISPANIC MALE,,,
g5_m_mr,G5 MULTIRACIAL MALE,,,
g5_f_ai,G5 AMERICAN INDIAN FEMALE,,,
g5_f_as,G5 ASIAN FEMALE,,,
g5_f_aa,G5 AFRICAN-AMERICAN FEMALE,,,
g5_f_hw,G5 NATIVE HAWAIIAN FEMALE,,,
g5_f_wh,G5 WHITE FEMALE,,,
g5_f_hs,G5 HISPANIC FEMALE,,,
g5_f_mr,G5 MULTIRACIAL FEMALE,,,
g6_m_ai,G6 AMERICAN INDIAN MALE,,,
g6_m_as,G6 ASIAN MALE,,,
